Id,Sales
237,8512.293
238,7218.2583
239,9058.346
240,6898.7505
241,5728.1646
242,5254.133
243,4353.8286
244,10059.53
245,4933.3076
246,7355.6694
247,14919.623
248,7348.1455
249,8031.3013
250,5481.5596
251,4435.563
252,7078.9565
253,3884.4976
254,5705.366
255,10354.552
256,5344.3926
257,16263.472
258,13976.064
259,4845.5874
260,6799.3247
261,5903.4863
262,6657.3345
263,5595.2837
264,11084.596
265,8037.815
266,9543.988
267,4389.839
268,7228.6143
269,5202.17
270,8440.067
271,6835.1396
272,6008.056
273,6332.5493
274,6332.652
275,8155.6133
276,9646.726
277,5820.506
278,9962.17
279,6449.8096
280,9563.37
281,5712.287
282,5188.745
283,5286.9106
284,10266.98
285,6142.29
286,7710.591
287,6612.4976
288,8766.875
289,4435.0635
290,8358.842
291,6856.1646
292,4051.997
293,13659.176
294,17695.385
295,6814.5757
296,6863.9185
297,9374.282
298,10406.084
299,11185.23
300,5633.789
301,7575.7866
302,5630.8286
303,8376.535
304,3968.8818
305,6007.0815
306,5395.712
307,5640.8164
308,7457.7363
309,5260.1
310,4822.8174
311,6995.2583
312,3968.6506
313,4614.869
314,6104.8154
315,6427.89
316,9361.55
317,8394.091
318,7262.38
319,6285.3594
320,5968.502
321,11723.778
322,7379.2666
323,5264.8384
324,4840.5146
325,7615.88
326,4315.7056
327,7003.2427
328,3508.078
329,5043.442
330,7921.182
331,6206.2876
332,5461.873
333,8783.824
334,9937.184
335,12091.533
336,5771.805
337,9368.6875
338,2906.789
339,5116.868
340,6415.989
341,4318.1304
342,8057.519
343,5068.8535
344,4843.6743
345,8637.127
346,11163.499
347,9207.023
348,5317.1787
349,4908.8706
350,8100.038
351,7410.809
352,6047.9473
353,5345.56
354,6750.807
355,9994.403
356,4295.8594
357,6216.3237
358,7761.1694
359,8189.896
360,13113.957
361,5048.101
362,14099.586
363,6735.789
364,4922.0317
365,3607.4236
366,6082.4614
367,6344.6895
368,5743.752
369,7037.7954
370,4901.983
371,4696.7695
372,7202.8257
373,3346.7634
374,7563.0005
375,6807.462
376,7570.954
377,8853.948
378,5377.7485
379,8856.482
380,6215.019
381,5430.0254
382,5658.1953
383,4903.4277
384,10449.596
385,6302.084
386,5033.1094
387,7300.3345
388,8603.688
389,7221.585
390,6187.792
391,8405.86
392,5346.3755
393,5928.0547
394,6009.116
395,8761.576
396,6640.624
397,6077.8506
398,5616.732
399,4969.3813
400,3705.2356
401,5437.593
402,8455.094
403,8471.189
404,10333.459
405,11266.483
406,7955.2305
407,5871.387
408,5024.7627
409,10592.881
410,10684.057
411,7656.8345
412,8513.024
413,8078.9814
414,5848.0693
415,3811.781
416,10439.137
417,6897.5205
418,6400.823
419,6230.724
420,3065.69
421,11598.216
422,5921.2676
423,5207.5615
424,4837.944
425,5534.333
426,6383.514
427,8301.787
428,6480.08
429,5068.723
430,4859.135
431,4016.3896
432,3111.2185
433,6839.8613
434,17192.39
435,4532.771
436,5648.85
437,6707.7393
438,5356.5645
439,5241.7437
440,4968.092
441,3924.5513
442,7250.0396
443,7024.021
444,4079.4988
445,8536.963
446,5759.1016
447,4610.2627
448,8510.654
449,7823.385
450,9227.058
451,5539.815
452,6807.17
453,4904.2607
454,4939.316
455,14775.581
456,10322.417
457,6413.3887
458,5693.548
459,4932.6533
460,5752.914
461,5208.903
462,10888.142
463,5020.6333
464,5459.0034
465,7124.211
466,4575.2065
467,6576.9775
468,7571.1343
469,7234.477
470,7286.352
471,4118.599
472,5295.7427
473,7006.3496
474,8993.471
475,8535.48
476,6876.71
477,4560.3057
478,7705.4224
479,6035.43
480,4484.03
481,7283.871
482,7185.4927
483,6729.271
484,6050.1226
485,6108.7476
486,6343.2314
487,5549.0015
488,6727.7627
489,6439.2246
490,6289.2393
491,9337.954
492,5938.4507
493,4597.5713
494,11596.611
495,6236.028
496,3461.4722
497,7659.9097
498,9334.009
499,10547.071
500,5028.009
501,5831.0864
502,5926.9067
503,7175.09
504,5748.318
505,8512.562
506,3315.4028
507,5822.6553
508,6267.017
509,5486.503
510,5127.427
511,6797.289
512,8323.844
513,5777.0044
514,8367.218
515,6959.2754
516,8695.757
517,4797.7144
518,6477.886
519,6568.2944
520,8045.0864
521,7820.9824
522,5433.0815
523,8704.295
524,6824.5737
525,7552.757
526,4034.7375
527,3910.5488
528,8154.812
529,6265.027
530,8683.044
531,6898.8823
532,5730.6187
533,8101.884
534,6861.9614
535,7000.3516
536,7951.5137
537,6256.29
538,8773.124
539,10844.459
540,7274.6787
541,4985.4
542,5732.969
543,4238.5884
544,3208.1277
545,8109.9946
546,5323.1216
547,8401.332
548,4682.24
549,6349.5205
550,5991.8887
551,9348.585
552,5196.476
553,5092.163
554,5692.2227
555,7428.225
556,5176.273
557,7026.8823
558,7492.065
559,8732.468
560,7671.111
561,6891.1616
562,5809.762
563,4701.216
564,5006.3677
565,10435.394
566,9331.954
567,6628.5625
568,14689.6455
569,5950.0396
570,5261.2593
571,6166.6226
572,8517.719
573,10257.673
574,6986.5303
575,8227.461
576,7925.376
577,9193.29
578,6781.397
579,5734.2603
580,4709.03
581,4807.3296
582,4026.7512
583,5235.3076
584,8503.173
585,16347.636
586,6773.278
587,5155.754
588,7196.9473
589,4682.2715
590,6164.382
591,4399.153
592,9100.944
593,6432.067
594,6050.4805
595,13145.238
596,11679.326
597,5507.114
598,6917.7144
599,3920.3457
600,5313.224
601,5272.2104
602,8625.412
603,4799.486
604,4495.593
605,5879.8726
606,5495.6743
607,7036.809
608,7134.6216
609,3500.937
610,7068.9844
611,8167.866
612,7635.9766
613,5035.0347
614,4494.05
615,8010.279
616,4430.442
617,9517.417
618,4615.4546
619,4972.89
620,6814.4653
621,5725.188
622,4773.967
623,5877.831
624,6987.33
625,8994.749
626,9347.738
627,5748.6904
628,3870.542
629,5733.62
630,6369.046
631,4824.078
632,6556.921
633,5900.97
634,11030.693
635,7135.0977
636,6310.4146
637,7691.2144
638,4680.5615
639,8850.851
640,5862.5625
641,13421.871
642,6117.8315
643,5333.337
644,5324.934
645,4086.1272
646,6953.993
647,18405.383
648,4200.2476
649,4618.9346
650,9888.37
651,6161.501
652,7361.804
653,7787.9614
654,6181.645
655,5121.004
656,4622.046
657,9274.659
658,5805.22
659,7046.944
660,7263.4883
661,4431.5957
662,7150.877
663,5826.8276
664,4026.8088
665,8332.335
666,8335.261
667,4530.0
668,7590.8022
669,6929.0063
670,4710.431
671,9170.014
672,6230.57
673,7992.9087
674,4619.027
675,4909.568
676,6110.921
677,4213.345
678,7544.398
679,4095.4185
680,6007.7065
681,4624.026
682,5884.3833
683,6104.536
684,6812.5225
685,6960.49
686,7914.0454
687,5799.984
688,6951.341
689,6247.1787
690,8291.705
691,9524.628
692,6564.198
693,3623.5715
694,5785.2646
695,7037.0435
696,3993.883
697,11582.176
698,5544.536
699,6559.273
700,10317.731
701,6801.939
702,4422.3354
703,11009.179
704,9707.299
705,5099.0312
706,8635.734
707,10097.962
708,5891.173
709,5091.464
710,6586.708
711,5510.203
712,5787.7266
713,7051.7183
714,4920.051
715,5969.874
716,7263.807
717,6524.8906
718,7820.3555
719,5789.6865
720,6376.0903
721,4428.2026
722,7710.502
723,6787.5254
724,6070.3945
725,6319.9136
726,7067.912
727,9179.762
728,5620.3384
729,5286.593
730,6437.9165
731,7181.026
732,6230.2314
733,4341.027
734,4218.533
735,7462.233
736,7424.2515
737,5472.96
738,8119.2515
739,5974.7046
740,6364.9707
741,5368.9434
742,3418.6863
743,6718.343
744,6177.3423
745,6509.785
746,9323.476
747,8142.5557
748,4764.1636
749,8759.879
750,4093.2273
751,3269.9458
752,7695.485
753,11818.441
754,8120.978
755,6843.4834
756,4747.8135
757,6427.8965
758,8781.529
759,6103.348
760,8297.282
761,5049.849
762,4484.2993
763,5325.4116
764,5522.663
765,5360.515
766,5248.5728
767,4952.4355
768,4207.947
769,6759.8794
770,6940.5947
771,5563.9316
772,6033.4907
773,6842.811
774,5733.9814
775,5801.4556
776,8730.02
777,7265.269
778,5747.2373
779,3708.7966
780,11558.968
781,6512.412
782,5684.654
783,8452.288
784,7652.403
785,7393.554
786,5725.9688
787,7201.534
788,9381.563
789,13237.028
790,4994.134
791,4697.818
792,5348.1045
793,6613.343
794,5642.8667
795,7349.1616
796,8864.883
797,5793.023
798,4225.049
799,5816.3716
800,8506.223
801,4741.3193
802,7389.9375
803,4027.151
804,7145.804
805,7936.375
806,7228.7036
807,8733.043
808,6145.443
809,4485.48
810,6402.79
811,7227.6694
812,8514.421
813,7302.2637
814,8121.497
815,6352.1855
816,4436.5576
817,9455.35
818,4426.4546
819,9728.339
820,6296.3696
821,4297.564
822,6853.7456
823,6083.57
824,7611.508
825,8271.065
826,4216.952
827,4602.3276
828,7715.8066
829,8355.621
830,9628.084
831,5194.3403
832,5946.4087
833,6291.6694
834,6398.248
835,5756.202
836,9511.899
837,8326.48
838,11004.118
839,4218.6616
840,5699.041
841,9974.768
842,8061.908
843,5276.185
844,10162.979
845,6394.3433
846,5389.7036
847,5253.226
848,5015.4873
849,5056.452
850,6072.52
851,4720.192
852,4796.579
853,8909.92
854,6654.9097
855,19462.459
856,6855.6216
857,4267.3677
858,8037.9917
859,9057.154
860,6833.2817
861,7459.543
862,5830.464
863,8130.092
864,8307.418
865,5467.5806
866,5763.4155
867,6721.2847
868,8462.613
869,7265.657
870,8473.815
871,5993.935
872,4794.5576
873,5554.689
874,10145.4
875,10331.479
876,10503.704
877,8204.955
878,4142.571
879,5594.766
880,4489.5596
881,7877.979
882,11145.115
883,9331.42
884,5981.171
885,5332.584
886,4193.8135
887,5857.465
888,11153.761
889,6560.324
890,5018.091
891,5553.068
892,8168.2944
893,3647.696
894,7759.83
895,4263.275
896,6627.3105
897,6598.328
898,5374.1387
899,7642.4175
900,7041.2603
901,5544.89
902,6845.722
903,7118.023
904,11264.903
905,5649.6797
906,8630.407
907,6992.1035
908,8963.421
909,6585.137
910,9663.679
911,4838.4976
912,4780.0317
913,6281.715
914,5565.2744
915,9177.372
916,7779.075
917,5637.304
918,7174.145
919,6949.843
920,9922.777
921,3857.03
922,14460.895
923,5074.0054
924,6147.237
925,8658.539
926,4825.8037
927,6446.8447
928,6232.43
929,7549.847
930,5556.761
931,6087.3135
932,7569.784
933,7703.2983
934,7525.4536
935,5409.3315
936,7157.919
937,11451.912
938,6394.7583
939,4444.2617
940,6656.9478
941,5850.028
942,5928.269
943,7400.772
944,3960.293
945,8113.971
946,6303.7554
947,7208.5435
948,7470.1733
949,4296.6987
950,5727.3184
951,5533.7944
952,8339.189
953,8815.76
954,5085.4355
955,4880.605
956,7022.098
957,5812.683
958,6594.855
959,7894.9336
960,6660.066
961,7703.908
962,5757.245
963,4493.107
964,6923.9326
965,7857.14
966,8228.866
967,8404.737
968,8338.728
969,5825.3994
970,8785.843
971,6127.655
972,7458.4478
973,8988.334
974,6513.561
975,10391.563
976,7914.8003
977,7628.406
978,5737.4663
979,7209.596
980,7950.156
981,6614.434
982,3963.5774
983,5384.709
984,8036.9644
985,5595.9243
986,4348.765
987,8789.389
988,6549.314
989,5788.7974
990,5887.0615
991,5428.803
992,7635.321
993,7105.2437
994,6924.9097
995,5607.273
996,6081.0923
997,6519.267
998,3803.8662
999,5897.195
1000,5405.4785
1001,8659.612
1002,7672.5967
1003,6185.9863
1004,11955.484
1005,6054.013
1006,5224.8613
1007,11013.138
1008,7253.291
1009,8476.007
1010,7578.4243
1011,4789.0723
1012,6198.041
1013,5472.047
1014,8077.024
1015,11850.915
1016,5736.12
1017,3388.491
1018,5266.7876
1019,9141.397
1020,9005.075
1021,6246.166
1022,7183.896
1023,4807.66
1024,5510.6025
1025,3362.627
1026,5114.253
1027,5929.604
1028,7477.316
1029,7071.406
1030,7917.602
1031,7968.551
1032,9040.781
1033,7662.899
1034,5234.9033
1035,9512.89
1036,11448.058
1037,5984.9146
1038,7667.7607
1039,5290.497
1040,6608.305
1041,3966.4329
1042,7336.6323
1043,5695.4595
1044,9230.755
1045,7083.7793
1046,8378.294
1047,7892.5996
1048,5264.994
1049,9103.323
1050,18770.76
1051,10614.2295
1052,5915.7803
1053,3025.7593
1054,6208.4307
1055,8434.218
1056,5502.955
1057,12773.27
1058,17999.244
1059,4161.5625
1060,5373.36
1061,7787.2407
1062,5692.6846
1063,9299.815
1064,6728.379
1065,7756.537
1066,4581.81
1067,6672.229
1068,6306.768
1069,7355.5786
1070,10241.924
1071,5984.6636
1072,5670.6436
1073,6982.719
1074,5337.9478
1075,5212.5107
1076,7827.2583
1077,5734.0527
1078,5772.097
1079,7405.602
1080,6068.559
1081,6029.01
1082,7304.827
1083,7154.097
1084,8363.587
1085,6763.2266
1086,7240.2134
1087,5707.13
1088,3902.8013
1089,6551.2197
1090,6990.936
1091,6277.319
1092,4342.7744
1093,8881.971
1094,7124.999
1095,9452.41
1096,7069.3823
1097,5661.278
1098,5182.5664
1099,4354.589
1100,9939.544
1101,5053.3906
1102,7437.2856
1103,14600.268
1104,7186.5205
1105,6356.992
1106,5074.02
1107,4605.5337
1108,6965.039
1109,3940.3965
1110,5744.015
1111,10151.313
1112,5272.2964
1113,17016.459
1114,14591.859
1115,4738.9634
1116,6944.2305
1117,6040.994
1118,6729.1616
1119,5806.3774
1120,11046.949
1121,7776.931
1122,9591.02
1123,4422.2847
1124,7337.8916
1125,5053.0
1126,8501.632
1127,6581.6147
1128,6090.299
1129,6161.0312
1130,6205.8315
1131,8331.946
1132,9112.148
1133,5951.0386
1134,10450.982
1135,6229.031
1136,9785.122
1137,5727.132
1138,5463.556
1139,5464.14
1140,10935.192
1141,6009.208
1142,7308.2764
1143,6975.3105
1144,9028.683
1145,4679.7446
1146,8150.8076
1147,6765.569
1148,4055.6091
1149,14895.098
1150,16840.494
1151,7139.8564
1152,7085.7793
1153,9448.967
1154,10515.401
1155,11442.73
1156,5634.9927
1157,7767.079
1158,5766.2856
1159,8311.468
1160,3979.2576
1161,6168.1045
1162,5640.7896
1163,5833.167
1164,7847.6133
1165,5558.3247
1166,4981.887
1167,6950.691
1168,3809.8032
1169,4905.9214
1170,6045.9
1171,7254.3076
1172,9292.634
1173,8497.408
1174,7235.1807
1175,5862.0254
1176,5861.26
1177,11586.33
1178,7599.2705
1179,5453.3564
1180,4937.931
1181,7731.0186
1182,4510.356
1183,7192.816
1184,3480.9094
1185,5601.344
1186,8104.133
1187,6201.9263
1188,5492.0215
1189,8765.697
1190,9415.3125
1191,12369.636
1192,5802.026
1193,8966.3545
1194,3051.5964
1195,5339.4346
1196,6407.4326
1197,4368.485
1198,8181.7217
1199,5219.3623
1200,5100.398
1201,8934.939
1202,11623.852
1203,7949.5044
1204,5414.3955
1205,4839.4395
1206,9518.09
1207,8396.821
1208,6017.536
1209,5345.407
1210,6935.2744
1211,9795.655
1212,4724.904
1213,6524.766
1214,8045.8306
1215,8533.657
1216,13037.822
1217,5121.1167
1218,14371.128
1219,6666.4976
1220,5023.7466
1221,3307.2468
1222,6274.4634
1223,6207.199
1224,5766.935
1225,6822.243
1226,5113.175
1227,4595.265
1228,7124.394
1229,3580.7087
1230,7797.572
1231,7198.011
1232,7797.007
1233,9031.697
1234,5183.1895
1235,9006.347
1236,6415.94
1237,5574.7583
1238,5767.3643
1239,5589.4375
1240,10606.266
1241,6250.0337
1242,5130.866
1243,7969.774
1244,8605.388
1245,7280.579
1246,6375.0566
1247,8726.19
1248,5434.865
1249,5881.8022
1250,6225.3066
1251,8575.604
1252,6242.503
1253,6061.733
1254,5846.0894
1255,5047.0703
1256,3922.6912
1257,4937.2954
1258,8237.307
1259,8386.088
1260,10542.808
1261,11401.323
1262,7825.8027
1263,6075.1035
1264,5078.373
1265,10787.042
1266,10530.958
1267,7643.788
1268,8629.461
1269,8099.6743
1270,5980.8
1271,3907.1184
1272,10705.049
1273,7221.433
1274,6593.7607
1275,6256.404
1276,3093.302
1277,11684.798
1278,5880.237
1279,5352.8867
1280,4929.949
1281,5448.573
1282,6414.5566
1283,8932.203
1284,6055.48
1285,5185.306
1286,4902.1465
1287,4622.694
1288,3068.5925
1289,6769.351
1290,17457.87
1291,4548.5845
1292,5540.8086
1293,7217.46
1294,5349.722
1295,5418.343
1296,4948.682
1297,4100.0034
1298,7105.3384
1299,6839.4507
1300,4239.4497
1301,8711.537
1302,6021.3545
1303,4744.323
1304,8713.789
1305,8244.925
1306,9188.153
1307,5870.654
1308,6765.9814
1309,4995.444
1310,4874.2173
1311,16135.532
1312,10352.942
1313,6155.0166
1314,5807.5293
1315,4695.193
1316,5771.4805
1317,4404.1577
1318,9032.076
1319,5218.3965
1320,5554.5405
1321,6874.572
1322,4761.469
1323,6648.229
1324,7809.0483
1325,7128.153
1326,7161.436
1327,4249.1865
1328,5497.8975
1329,6812.912
1330,9275.074
1331,8500.708
1332,6809.0728
1333,4769.62
1334,7762.7983
1335,6232.4844
1336,4343.9185
1337,7093.7524
1338,7099.621
1339,6829.1055
1340,6252.9316
1341,6361.22
1342,6391.258
1343,5655.2334
1344,6836.848
1345,6260.2183
1346,6526.173
1347,8899.565
1348,5757.5034
1349,4740.103
1350,11776.651
1351,5978.148
1352,3783.2463
1353,7797.661
1354,9056.256
1355,10766.433
1356,5020.528
1357,5826.1387
1358,6127.8125
1359,7564.71
1360,5636.197
1361,8760.641
1362,3309.1057
1363,6062.785
1364,6243.491
1365,5800.51
1366,5162.3086
1367,6971.2065
1368,8778.892
1369,5993.0146
1370,8523.114
1371,7030.583
1372,8864.215
1373,4700.9287
1374,6668.393
1375,6644.5015
1376,7836.641
1377,8426.217
1378,3750.5686
1379,8775.434
1380,6937.385
1381,7490.929
1382,4290.9526
1383,3940.934
1384,8404.865
1385,6509.8535
1386,8907.149
1387,6584.026
1388,5783.604
1389,7738.9717
1390,6885.57
1391,6996.059
1392,8158.1807
1393,6089.1255
1394,8901.994
1395,11008.979
1396,7498.2915
1397,4968.5327
1398,5980.903
1399,4219.2974
1400,3197.9373
1401,8413.119
1402,5297.2437
1403,8571.638
1404,4617.2515
1405,6139.215
1406,6050.1226
1407,10330.276
1408,5385.7725
1409,5302.486
1410,5934.283
1411,7648.3022
1412,4908.6646
1413,7262.1445
1414,7428.827
1415,8903.047
1416,7656.1704
1417,6605.242
1418,5439.2314
1419,4756.9707
1420,4732.4
1421,10874.671
1422,9725.203
1423,6727.814
1424,14836.6
1425,5916.977
1426,5153.202
1427,6259.1133
1428,8471.206
1429,10588.456
1430,7138.685
1431,8150.6826
1432,8136.8955
1433,9559.33
1434,6794.294
1435,5532.961
1436,4917.86
1437,4868.3115
1438,4179.891
1439,5404.36
1440,8561.588
1441,16692.912
1442,7043.826
1443,5322.8267
1444,7705.709
1445,4431.165
1446,6097.512
1447,4068.2832
1448,8834.059
1449,6379.5093
1450,6039.087
1451,13444.983
1452,12139.359
1453,5478.1675
1454,6768.3506
1455,3940.0847
1456,5444.7705
1457,5423.9326
1458,8268.92
1459,4926.621
1460,4395.7256
1461,6078.268
1462,5452.426
1463,7320.4224
1464,7072.4917
1465,3452.2388
1466,6922.777
1467,8365.462
1468,7790.19
1469,5280.913
1470,4892.883
1471,8003.818
1472,4654.001
1473,9764.109
1474,4448.4395
1475,4938.807
1476,6757.4556
1477,5808.543
1478,4861.949
1479,5863.323
1480,7291.295
1481,9413.022
1482,10176.839
1483,5534.1113
1484,3802.959
1485,5721.972
1486,6370.1333
1487,4675.1577
1488,6604.7383
1489,5953.435
1490,11356.902
1491,7440.251
1492,6163.8
1493,8160.757
1494,4838.567
1495,8886.165
1496,5872.289
1497,13900.266
1498,6141.786
1499,5460.2534
1500,5618.371
1501,4024.1902
1502,7088.2334
1503,18747.342
1504,4726.5625
1505,4578.4507
1506,9756.112
1507,6353.8643
1508,7428.19
1509,8031.914
1510,6292.2754
1511,5198.549
1512,4515.414
1513,9605.859
1514,5975.3145
1515,7202.7295
1516,7587.769
1517,4813.6387
1518,7334.2393
1519,5817.054
1520,4157.551
1521,8335.7295
1522,8215.573
1523,4722.0107
1524,7245.4497
1525,6482.324
1526,4711.577
1527,9050.678
1528,6012.3784
1529,7680.673
1530,4502.6143
1531,5023.0664
1532,7148.7764
1533,3877.804
1534,7658.0986
1535,4596.2646
1536,6133.9414
1537,4640.879
1538,5945.025
1539,6388.265
1540,6804.8525
1541,6821.0137
1542,7916.9146
1543,5749.222
1544,7207.836
1545,6470.871
1546,9340.751
1547,9788.034
1548,6452.418
1549,3313.297
1550,5964.347
1551,7104.701
1552,4362.2886
1553,11393.246
1554,5525.4033
1555,6524.2124
1556,10556.44
1557,6391.404
1558,4435.5034
1559,11263.002
1560,9941.791
1561,5221.314
1562,8956.713
1563,9340.636
1564,5681.3145
1565,5460.951
1566,6689.926
1567,5743.446
1568,5946.67
1569,6989.123
1570,4916.65
1571,6281.0264
1572,7214.638
1573,6526.179
1574,8106.963
1575,5906.393
1576,6445.4062
1577,3884.038
1578,7543.887
1579,6904.05
1580,5749.2114
1581,6636.521
1582,7212.093
1583,9309.107
1584,5670.1353
1585,5541.834
1586,6100.1416
1587,7077.289
1588,6580.6416
1589,4487.53
1590,4297.6216
1591,8669.373
1592,7365.533
1593,5734.5444
1594,8070.418
1595,5920.7026
1596,7395.6206
1597,5293.7583
1598,3311.8655
1599,6945.072
1600,6214.9893
1601,6642.233
1602,9505.226
1603,9093.196
1604,4909.208
1605,7764.094
1606,4353.725
1607,3179.0876
1608,7764.82
1609,12471.607
1610,7623.4673
1611,7054.1665
1612,4809.407
1613,6714.6396
1614,9075.001
1615,6410.19
1616,8303.339
1617,5325.925
1618,4425.205
1619,5450.938
1620,5324.954
1621,5648.683
1622,5451.328
1623,4941.573
1624,4343.7236
1625,6919.146
1626,7102.4385
1627,5718.775
1628,6049.834
1629,6972.9756
1630,5936.712
1631,5949.7676
1632,8806.356
1633,7534.934
1634,5433.569
1635,3818.991
1636,11789.059
1637,6136.662
1638,5755.335
1639,8584.368
1640,8451.466
1641,7544.3906
1642,5773.204
1643,7232.724
1644,9838.154
1645,14183.693
1646,5208.257
1647,4898.4683
1648,4998.857
1649,6217.1836
1650,5333.993
1651,8013.962
1652,8746.805
1653,5894.703
1654,4101.811
1655,5932.297
1656,7979.586
1657,4975.4097
1658,7458.8604
1659,4016.271
1660,7010.133
1661,8122.744
1662,7252.0527
1663,9447.922
1664,6280.265
1665,4535.206
1666,5966.06
1667,7393.526
1668,8642.021
1669,7283.649
1670,7786.06
1671,6220.007
1672,4568.9834
1673,9586.5205
1674,4472.4277
1675,9828.371
1676,6089.439
1677,4526.3335
1678,7145.3203
1679,6055.763
1680,7965.473
1681,8519.116
1682,4097.411
1683,4628.9375
1684,8086.999
1685,8752.305
1686,10019.572
1687,5551.585
1688,5809.3135
1689,6477.497
1690,6316.623
1691,5586.3037
1692,9670.585
1693,8523.781
1694,11543.279
1695,4390.693
1696,5881.0054
1697,10023.95
1698,7817.805
1699,5398.3833
1700,10202.506
1701,6610.5366
1702,5520.9253
1703,4896.478
1704,5208.719
1705,5185.583
1706,6399.67
1707,5017.722
1708,4912.0933
1709,9254.548
1710,6496.8887
1711,19681.75
1712,6888.257
1713,4535.7725
1714,8813.582
1715,10858.037
1716,7816.269
1717,8101.127
1718,6440.637
1719,8000.5205
1720,8936.26
1721,6089.305
1722,6458.2554
1723,7234.049
1724,9322.443
1725,8036.573
1726,9321.705
1727,6833.23
1728,5408.3975
1729,6006.8755
1730,10767.275
1731,11182.51
1732,11868.21
1733,8962.84
1734,5191.547
1735,5959.8833
1736,4927.979
1737,8627.494
1738,12285.853
1739,9758.458
1740,6689.2812
1741,5780.4663
1742,4847.621
1743,6245.445
1744,11529.263
1745,7305.7954
1746,5147.2974
1747,6093.3374
1748,8442.507
1749,4019.161
1750,8449.523
1751,4673.861
1752,6863.1064
1753,7044.209
1754,5841.7695
1755,8392.025
1756,7767.346
1757,5710.702
1758,7875.5825
1759,7254.0034
1760,11957.264
1761,6076.929
1762,9475.383
1763,6656.1855
1764,9938.064
1765,7157.0454
1766,10936.674
1767,5650.7036
1768,5629.3354
1769,6912.385
1770,5883.755
1771,9909.896
1772,8387.209
1773,6440.2935
1774,7903.696
1775,7500.631
1776,10967.97
1777,4313.4375
1778,14799.812
1779,5554.9536
1780,6883.2393
1781,9283.509
1782,5475.5605
1783,7040.7563
